,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
1242,2018-07-07,30.55,108.82,2505,3483
1243,2018-07-08,30.5,108.77,3066,3482
1244,2018-07-09,32.0,110.40,22437,3499
1245,2018-07-10,35.0,112.70,31490,3571
1246,2018-07-11,37.0,115.20,35698,3612
1247,2018-07-12,40.0,117.70,37783,3768
1248,2018-07-13,43.0,120.20,39737,3766
1249,2018-07-14,47.0,122.70,41961,3929
1250,2018-07-15,48.0,123.43,43654,32007
1251,2018-07-16,47.04,123.05,65777,71583
1252,2018-07-17,46.17,122.40,71964,81842
1253,2018-07-18,45.74,122.08,71353,76107
1254,2018-07-19,48.48,124.10,58719,26844
1255,2018-07-20,49.45,124.80,47952,36453
1256,2018-07-21,48.82,124.35,40739,47816
1257,2018-07-22,47.31,123.25,31534,48859
1258,2018-07-23,47.04,123.05,48063,51038
1259,2018-07-24,46.64,122.75,48145,52606
1260,2018-07-25,46.8,122.87,40243,38202
1261,2018-07-26,47.42,123.33,49893,42524
1262,2018-07-27,47.11,123.10,45331,48780
1263,2018-07-28,46.57,122.70,34740,40780
1264,2018-07-29,46.54,122.68,22945,23069
1265,2018-07-30,46.41,122.58,16693,18056
1266,2018-07-31,46.57,122.70,9421,7378
1267,2018-08-01,46.82,122.89,8135,5009
1268,2018-08-02,47.11,123.10,8608,5123
1269,2018-08-03,47.46,123.36,9476,5160
1270,2018-08-04,47.72,123.55,8104,4897
1271,2018-08-05,47.83,123.63,6125,4657
1272,2018-08-06,47.99,123.75,6758,4657
1273,2018-08-07,48.05,123.79,5493,4657
1274,2018-08-08,48.01,123.76,4386,4657
1275,2018-08-09,48.68,124.25,12710,4671
1276,2018-08-10,49.01,124.48,47709,43786
1277,2018-08-11,47.11,123.10,40538,62319
1278,2018-08-12,45.55,121.94,31672,49444
1279,2018-08-13,45.63,122,27528,26425
1280,2018-08-14,45.57,121.95,57464,58021
1281,2018-08-15,44.89,121.43,99896,107579
1282,2018-08-16,44.93,121.46,123145,122496
1283,2018-08-17,42.98,119.95,100211,122530
1284,2018-08-18,43.81,120.60,133279,123472
1285,2018-08-19,44.3,120.98,115638,109815
1286,2018-08-20,45.17,121.65,94382,84060
1287,2018-08-21,45.13,121.62,72858,73134
1288,2018-08-22,45.97,122.25,28438,18632
1289,2018-08-23,47.79,123.60,25857,4570
1290,2018-08-24,49.17,124.60,24536,8328
1291,2018-08-25,49.31,124.70,21170,19362
1292,2018-08-26,48.78,124.32,20645,26590
1293,2018-08-27,48.61,124.20,10162,11907
1294,2018-08-28,48.96,124.45,8944,4713
1295,2018-08-29,49.42,124.78,10237,4714
1296,2018-08-30,49.45,124.80,9880,9364
1297,2018-08-31,49.45,124.80,10377,10184
1298,2018-09-01,49.45,124.80,11455,11278
1299,2018-09-02,49.45,124.80,7111,6902
1300,2018-09-03,49.45,124.80,7111,6902
1301,2018-09-04,49.45,124.80,5470,5081
1302,2018-09-05,49.37,124.74,3954,4714
1303,2018-09-06,49.13,124.57,2177,4714
1304,2018-09-07,48.78,124.32,884,4713
1305,2018-09-08,48.41,124.05,1323,5476
1306,2018-09-09,48.02,123.77,1235,5475
1307,2018-09-10,47.63,123.48,1167,5548
1308,2018-09-11,47.24,123.20,1270,5493
1309,2018-09-12,46.85,122.91,1090,5443
1310,2018-09-13,46.58,122.71,2508,5404
1311,2018-09-14,46.26,122.47,1877,5393
1312,2018-09-15,45.87,122.18,1069,5358
1313,2018-09-16,45.87,121.93,1446,4840
1314,2018-09-17,45.16,121.64,1071,5268
1315,2018-09-18,44.78,121.35,1040,5236
1316,2018-09-19,44.32,121,1030,5226
1317,2018-09-20,44.03,120.77,1071,5196
1318,2018-09-21,43.7,120.51,1022,4685
1319,2018-09-22,43.41,120.29,1088,4158
1320,2018-09-23,43.13,120.07,1079,4149
1321,2018-09-24,42.89,119.88,1108,3697
1322,2018-09-25,42.79,119.80,1118,2090
1323,2018-09-26,43.17,120.10,6154,1585
1324,2018-09-27,43.88,120.65,9677,1337
1325,2018-09-28,45.24,121.70,17389,1405
1326,2018-09-29,46.43,122.60,15495,1463
1327,2018-09-30,47.38,123.30,12660,1521
1328,2018-10-01,47.95,123.72,8418,1572
1329,2018-10-02,48.5,124.12,9003,2383
1330,2018-10-03,48.75,124.30,7558,4395
1331,2018-10-04,48.87,124.38,5759,4210
1332,2018-10-05,49.09,124.54,6553,3711
1333,2018-10-06,49.31,124.70,6553,3711
1334,2018-10-07,49.45,124.80,5584,3711
1335,2018-10-08,49.45,124.80,3969,3711
1336,2018-10-09,49.45,124.80,3969,3711
1337,2018-10-10,49.45,124.80,3969,3711
1338,2018-10-11,49.45,124.80,3969,3711
1339,2018-10-12,49.45,124.80,4017,3761
1340,2018-10-13,49.45,124.80,4017,3761
1341,2018-10-14,49.45,124.80,4017,3761
1342,2018-10-15,49.45,124.80,4043,3761
1343,2018-10-16,49.45,124.80,4069,3811
1344,2018-10-17,49.45,124.80,3534,3277
1345,2018-10-18,49.45,124.80,2899,2642
1346,2018-10-19,49.45,124.80,10598,10342
1347,2018-10-20,49.45,124.80,6474,5963
1348,2018-10-21,49.45,124.80,6558,6470
1349,2018-10-22,49.45,124.80,3969,3711
1350,2018-10-23,49.45,124.80,4215,3957
1351,2018-10-24,49.45,124.80,4460,4202
1352,2018-10-25,49.45,124.80,4460,4202
1353,2018-10-26,49.45,124.80,4508,4252
1354,2018-10-27,49.45,124.80,4508,4252
1355,2018-10-28,49.31,124.70,2893,4252
1356,2018-10-29,49.06,124.52,2108,4758
1357,2018-10-30,48.77,124.31,1624,4758
1358,2018-10-31,48.43,124.07,1138,4757
1359,2018-11-01,48.09,123.82,991,4715
1360,2018-11-02,47.75,123.57,951,4701
1361,2018-11-03,47.41,123.32,913,4663
1362,2018-11-04,47.07,123.07,900,4650
1363,2018-11-05,46.73,122.82,920,4613
1364,2018-11-06,46.39,122.57,929,4599
1365,2018-11-07,46.06,122.32,894,4565
1366,2018-11-08,45.73,122.07,883,4553
1367,2018-11-09,45.4,121.82,909,4523
1368,2018-11-10,45.07,121.57,919,4512
1369,2018-11-11,44.74,121.32,888,4481
1370,2018-11-12,44.42,121.07,878,4471
1371,2018-11-13,44.09,120.82,907,4441
1372,2018-11-14,43.77,120.57,918,4430
1373,2018-11-15,43.45,120.32,891,4403
1374,2018-11-16,43.45,120.32,891,4403
1375,2018-11-17,42.82,119.82,909,4367
1376,2018-11-18,42.49,119.56,776,4357
1377,2018-11-19,42.17,119.30,753,4335
1378,2018-11-20,41.85,119.05,890,4327
1379,2018-11-21,41.53,118.79,785,4304
1380,2018-11-22,41.22,118.53,792,4296
1381,2018-11-23,40.92,118.29,1056,4276
1382,2018-11-24,40.63,118.05,1049,4269
1383,2018-11-25,40.42,117.88,1114,3741
1384,2018-11-26,40.2,117.69,1532,4239
1385,2018-11-27,39.94,117.48,1499,4232
1386,2018-11-28,39.73,117.30,1896,4212
1387,2018-11-29,39.49,117.10,1619,4212
1388,2018-11-30,39.25,116.90,1643,4206
1389,2018-12-01,39.03,116.71,1776,4187
1390,2018-12-02,38.78,116.50,1517,4186
1391,2018-12-03,39.0,116.28,1366,4170
1392,2018-12-04,38.0,116.10,1403,3665
1393,2018-12-05,38.0,115.95,1317,3160
1394,2018-12-06,38.0,115.80,1330,3144
1395,2018-12-07,38.0,115.71,1126,2147
1396,2018-12-08,38.0,115.63,1258,1640
1397,2018-12-09,38.0,115.59,1281,1639
1398,2018-12-10,37.67,115.54,1297,1787
1399,2018-12-11,37.6,115.48,1207,1830
1400,2018-12-12,37.55,115.43,1372,1863
1401,2018-12-13,37.49,115.38,1372,1863
1402,2018-12-14,37.44,115.34,1504,1863
1403,2018-12-15,37.4,115.30,1404,1763
1404,2018-12-16,37.35,115.26,1404,1763
1405,2018-12-17,37.29,115.21,1272,1763
1406,2018-12-18,37.25,115.17,1354,1713
1407,2018-12-19,37.2,115.13,1302,1662
1408,2018-12-20,37.16,115.09,1289,1662
1409,2018-12-21,37.1,115.04,1157,1662
1410,2018-12-22,37.05,115,1289,1662
1411,2018-12-23,37.01,114.96,1184,1547
1412,2018-12-24,36.97,114.92,1179,1542
1413,2018-12-25,36.91,114.87,1050,1542
1414,2018-12-26,36.84,114.81,921,1542
1415,2018-12-27,36.79,114.76,1050,1542
1416,2018-12-28,36.72,114.70,921,1542
1417,2018-12-29,36.66,114.65,622,1114
1418,2018-12-30,36.64,114.63,582,686
1419,2018-12-31,36.61,114.60,453,686
1420,2019-01-08,36.35,114.37,444,665
1421,2019-01-09,36.31,114.33,314,664
1422,2019-01-10,36.26,114.29,314,664
1423,2019-01-11,36.23,114.26,444,664
1424,2019-01-12,36.11,114.15,420,1675
1425,2019-01-13,35.96,114.02,406,2166
1426,2019-01-14,35.75,113.83,269,2854
1427,2019-01-15,35.51,113.61,233,2849
1428,2019-01-16,35.27,113.39,228,2844
1429,2019-01-17,35.18,113.31,271,627
1430,2019-01-18,35.05,113.19,265,1631
1431,2019-01-19,34.85,113,385,2635
1432,2019-01-20,34.63,112.80,298,2620
1433,2019-01-21,34.42,112.60,293,2615
1434,2019-01-22,34.21,112.40,288,2610
1435,2019-01-23,33.99,112.20,276,2598
1436,2019-01-24,33.78,112,289,2611
1437,2019-01-25,33.56,111.79,222,2611
1438,2019-01-26,33.34,111.58,217,2606
1439,2019-01-27,33.12,111.37,206,2595
1440,2019-01-28,32.9,111.16,202,2591
1441,2019-01-29,32.68,110.94,177,2670
1442,2019-01-30,32.45,110.72,207,2658
1443,2019-01-31,32.23,110.50,206,2657
1444,2019-02-01,32.0,110.28,194,2645
1445,2019-02-02,31.78,110.06,191,2641
1446,2019-02-03,31.56,109.84,225,2633
1447,2019-02-04,31.34,109.62,232,2625
1448,2019-02-05,31.17,109.45,272,2089
1449,2019-02-06,31.14,109.42,285,493
1450,2019-02-07,31.1,109.38,170,493
1451,2019-02-08,31.06,109.34,170,493
1452,2019-02-09,31.03,109.31,285,493
1453,2019-02-10,31.0,109.28,285,493
1454,2019-02-11,30.96,109.24,170,493
1455,2019-02-12,30.92,109.20,170,493
1456,2019-02-13,30.88,109.16,170,493
1457,2019-02-14,30.85,109.13,285,493
1458,2019-02-15,30.81,109.09,170,493
1459,2019-02-16,30.78,109.05,170,493
1460,2019-02-17,30.74,109.01,170,493
1461,2019-02-18,30.47,108.74,149,3048
1462,2019-02-19,30.21,108.47,191,3087
1463,2019-02-20,29.95,108.20,186,3082
1464,2019-02-21,29.69,107.93,199,3076
1465,2019-02-22,29.43,107.65,135,3070
1466,2019-02-23,29.11,107.32,142,3624
1467,2019-02-24,28.74,106.92,173,3759
1468,2019-02-25,28.47,106.63,141,3753
1469,2019-03-01,27.18,105.21,99,3727
1470,2019-03-02,26.86,104.85,130,3721
1471,2019-03-03,26.53,104.48,85,3715
1472,2019-03-04,26.19,104.09,68,3902
1473,2019-02-26,28.15,106.28,135,3747
1474,2019-02-27,27.82,105.93,144,3737
1475,2019-02-28,27.5,105.57,103,3731
1476,2019-03-05,25.85,103.70,138,3898
1477,2019-03-06,25.52,103.31,154,3892
1478,2019-03-07,25.18,102.91,71,3886
1479,2019-03-08,24.87,102.54,133,3583
1480,2019-03-09,24.64,102.27,133,3617
1481,2019-03-10,24.61,102.23,113,375
1482,2019-03-11,24.58,102.19,113,375
1483,2019-03-12,24.54,102.15,113,375
1484,2019-03-13,24.52,102.12,210,375
1485,2019-03-14,24.49,102.09,210,375
1486,2019-03-15,24.46,102.05,113,375
1487,2019-03-16,24.43,102.01,113,375
1488,2019-03-17,24.39,101.97,128,375
1489,2019-03-18,24.36,101.93,219,374
1490,2019-03-19,24.33,101.89,129,374
1491,2019-03-20,24.3,101.85,129,374
1492,2019-03-21,23.99,101.48,77,3432
1493,2019-03-22,23.68,101.09,81,3624
1494,2019-03-23,23.34,100.67,122,3873
1495,2019-03-24,23.01,100.25,141,3871
1496,2019-03-25,22.67,99.82,86,3867
1497,2019-04-01,20.31,96.66,59,3856
1498,2019-03-26,22.34,99.39,139,3864
1499,2019-03-27,22.0,98.95,60,3863
1500,2019-03-28,21.66,98.50,58,3861
1501,2019-03-29,21.32,98.05,57,3860
1502,2019-03-30,20.98,97.59,61,3859
1503,2019-03-31,20.64,97.13,70,3857
1504,2019-04-02,19.97,96.19,128,3855
1505,2019-04-03,19.63,95.71,104,3853
1506,2019-04-04,19.29,95.22,62,3852
1507,2019-04-05,18.96,94.73,113,3848
1508,2019-04-06,18.62,94.23,75,3843
1509,2019-04-07,18.28,93.73,129,3842
1510,2019-04-08,17.95,93.22,97,3840
1511,2019-04-09,17.61,92.70,81,3839
1512,2019-04-10,17.58,92.65,102,332
1513,2019-04-11,17.55,92.60,102,332
1514,2019-04-12,17.52,92.55,101,331
1515,2019-04-13,17.48,92.50,101,331
1516,2019-04-14,17.45,92.45,101,331
1517,2019-04-15,17.43,92.41,175,331
1518,2019-04-16,17.4,92.37,175,331
1519,2019-04-17,17.37,92.32,101,331
1520,2019-04-18,17.34,92.27,101,331
1521,2019-04-19,17.31,92.23,181,330
1522,2019-04-20,17.29,92.19,181,330
1523,2019-04-21,17.21,92.07,118,1390
1524,2019-04-22,17.09,91.88,152,1390
1525,2019-04-23,16.9,91.58,152,2170
1526,2019-04-24,16.96,91.68,169,3628
1527,2019-04-25,16.28,90.56,108,3622
1528,2019-04-26,15.96,90.04,116,3615
1529,2019-04-27,15.63,89.48,154,3831
1530,2019-04-28,15.3,88.91,103,3823
1531,2019-04-29,14.98,88.35,109,3672
1532,2019-04-30,14.66,87.79,151,3674
1533,2019-05-01,14.35,87.22,147,3669
1534,2019-05-02,14.03,86.64,153,3661
1535,2019-05-03,13.72,86.05,122,3021
1536,2019-05-04,13.4,85.45,151,3021
1537,2019-05-05,13.09,84.84,156,3021
1538,2019-05-06,12.77,84.21,107,3021
1539,2019-05-07,12.51,83.68,133,2415
1540,2019-05-08,12.3,83.26,164,2116
1541,2019-05-09,12.02,82.69,154,2911
1542,2019-05-10,11.83,82.28,136,1971
1543,2019-05-11,11.8,82.22,143,50
1544,2019-05-12,11.77,82.16,143,50
1545,2019-05-13,11.74,82.10,143,50
1546,2019-05-14,11.8,82.22,143,50
1547,2019-05-15,11.69,82,197,50
1548,2019-05-16,11.67,81.94,149,50
1549,2019-05-17,11.64,81.88,142,50
1550,2019-05-18,11.61,81.82,142,50
1551,2019-05-19,11.58,81.76,141,50
1552,2019-05-20,11.56,81.70,141,50
1553,2019-05-21,11.53,81.65,195,50
1554,2019-05-22,11.51,81.59,140,50
1555,2019-05-23,11.48,81.53,139,50
1556,2019-05-24,11.45,81.47,139,50
1557,2019-05-25,11.43,81.42,193,50
1558,2019-05-26,11.4,81.37,193,50
1559,2019-05-27,11.38,81.31,138,50
1560,2019-05-28,11.35,81.25,137,50
1561,2019-05-29,11.32,81.20,191,50
1562,2019-05-30,11.3,81.14,137,50
1563,2019-05-31,11.27,81.08,136,50
1564,2019-06-01,11.25,81.03,190,50
1565,2019-06-02,11.22,80.97,122,345
1566,2019-06-03,11.19,80.91,121,344
1567,2019-06-04,11.17,80.85,120,343
1568,2019-06-05,11.14,80.79,120,343
1569,2019-06-06,11.11,80.73,119,342
1570,2019-06-07,11.08,80.67,119,342
1571,2019-06-08,11.06,80.62,170,342
1572,2019-06-09,11.04,80.56,117,340
1573,2019-06-10,11.01,80.50,117,340
1574,2019-06-11,10.98,80.44,116,339
1575,2019-06-12,10.95,80.38,116,339
1576,2019-06-13,10.93,80.32,115,338
1577,2019-06-14,10.9,80.26,114,337
1578,2019-06-15,10.87,80.20,113,336
1579,2019-06-16,10.85,80.14,112,335
1580,2019-06-17,10.82,80.08,111,334
1581,2019-06-18,10.8,80.03,156,332
1582,2019-06-19,10.78,79.99,206,331
1583,2019-06-20,10.76,79.95,204,325
1584,2019-06-21,10.74,79.90,153,325
1585,2019-06-22,10.72,79.86,203,324
1586,2019-06-23,10.71,79.82,203,324
1587,2019-06-24,10.69,79.79,253,324
1588,2019-06-25,10.68,79.76,253,324
1589,2019-06-26,10.67,79.74,303,324
1590,2019-06-27,10.66,79.72,303,324
1591,2019-06-28,10.68,79.77,655,324
1592,2019-06-29,10.73,79.88,956,324
1593,2019-06-30,10.78,79.98,907,324
1594,2019-07-01,10.81,80.05,771,324
1595,2019-07-02,10.83,80.10,669,332
1596,2019-07-03,10.85,80.15,659,333
1597,2019-07-04,10.87,80.20,662,335
1598,2019-07-05,10.96,80.40,1441,337
1599,2019-07-06,11.12,80.75,2222,341
1600,2019-07-07,11.49,81.55,4651,346
1601,2019-07-08,12.49,83.65,12039,356
1602,2019-07-09,13.09,84.85,7407,365
1603,2019-07-10,13.74,86.10,7985,374
1604,2019-07-11,14.28,87.10,6698,384
1605,2019-07-12,14.98,88.35,8546,390
1606,2019-07-13,15.47,89.20,6127,395
1607,2019-07-14,15.85,89.85,4902,399
1608,2019-07-15,16.12,90.30,3608,401
1609,2019-07-16,16.33,90.65,2942,403
1610,2019-07-17,16.48,90.90,2578,405
1611,2019-07-18,16.47,90.88,2546,2595
1612,2019-07-19,16.38,90.73,1949,2908
1613,2019-07-20,15.95,90.03,995,5810
1614,2019-07-21,15.31,88.93,336,7721
1615,2019-07-22,14.85,88.12,641,5906
1616,2019-07-23,14.64,87.75,3703,6019
1617,2019-07-24,14.72,87.90,7047,6011
1618,2019-07-25,14.98,88.35,9066,6039
1619,2019-07-26,15.01,88.40,7220,6812
1620,2019-07-27,14.84,88.10,5068,6968
1621,2019-07-28,14.61,87.70,4921,7425
1622,2019-07-29,14.3,87.13,4352,7927
1623,2019-07-30,13.8,86.20,3200,8931
1624,2019-07-31,13.22,85.10,3394,9994
1625,2019-08-01,12.92,84.50,6511,9972
1626,2019-08-02,12.61,83.90,6512,9933
1627,2019-08-03,12.39,83.45,5104,7589
1628,2019-08-04,12.27,83.20,4782,8332
1629,2019-08-05,12.22,83.10,5654,6149
1630,2019-08-06,12.76,84.20,12655,6296
1631,2019-08-07,14.17,86.90,22719,6330
1632,2019-08-08,16.54,91,30774,3276
1633,2019-08-09,16.51,97.50,51152,424
1634,2019-08-10,25.84,108.50,108555,491
1635,2019-08-11,37.08,118.75,187721,57423
1636,2019-08-12,41.63,122.30,204200,151365
1637,2019-08-13,47.93,123.70,90318,68210
1638,2019-08-14,48.48,124.10,38844,32278
1639,2019-08-15,49.45,124.80,18768,7254
1640,2019-08-16,49.45,124.80,18500,18293
1641,2019-08-17,49.45,124.80,21954,21746
1642,2019-08-18,49.31,124.70,23489,24895
1643,2019-08-19,49.45,124.80,17279,15454
1644,2019-08-20,49.45,124.80,8543,8349
1645,2019-08-21,49.45,124.80,8543,8349
1646,2019-08-22,49.45,124.80,8443,8250
1647,2019-08-23,49.45,124.80,8443,8250
1648,2019-08-24,49.45,124.80,8493,8151
1649,2019-08-25,49.45,124.80,8342,8151
1650,2019-08-26,49.45,124.80,8105,7651
1651,2019-08-27,49.45,124.80,8193,8001
1652,2019-08-28,49.45,124.80,8840,8649
1653,2019-08-29,49.45,124.80,8840,8649
1654,2019-08-30,49.45,124.80,8740,8549
1655,2019-08-31,49.45,124.80,8740,8549
1656,2019-09-01,49.45,124.80,8776,8599
1657,2019-09-02,49.45,124.80,8808,8599
1658,2019-09-03,49.45,124.80,8808,8599
1659,2019-09-04,49.45,124.80,12285,12076
1660,2019-09-05,49.45,124.80,18018,17809
1661,2019-09-06,49.45,124.80,44727,44518
1662,2019-09-07,49.45,124.80,55774,55570
1663,2019-09-08,49.45,124.80,41964,41755
1664,2019-09-09,49.45,124.80,45648,45439
1665,2019-09-10,49.45,124.80,45648,45439
1666,2019-09-11,49.45,124.80,41400,41191
1667,2019-09-12,49.45,124.80,20574,20365
1668,2019-09-13,49.45,124.80,14434,14225
1669,2019-09-14,49.45,124.80,14434,14225
1670,2019-09-15,49.45,124.80,14434,14225
1671,2019-09-16,49.45,124.80,14334,14125
1672,2019-09-17,49.45,124.80,9269,9060
1673,2019-09-18,49.45,124.80,8808,8599
1674,2019-09-19,49.45,124.80,8808,8599
1675,2019-09-20,49.45,124.80,8858,8649
1676,2019-09-21,49.45,124.80,8908,8699
1677,2019-09-22,49.45,124.80,8908,8699
1678,2019-09-23,49.45,124.80,8858,8649
1679,2019-09-24,49.45,124.80,8808,8599
1680,2019-09-25,49.45,124.80,11809,11599
1681,2019-09-26,49.45,124.80,13437,13229
1682,2019-09-27,49.45,124.80,11471,11263
1683,2019-09-28,49.45,124.80,8708,8500
1684,2019-09-29,49.45,124.80,8708,8500
1685,2019-09-30,49.45,124.80,6866,6658
1686,2019-10-01,49.45,124.80,6866,6658
1687,2019-10-02,49.45,124.80,5172,4816
1688,2019-10-03,49.45,124.80,5172,4915
1689,2019-10-04,49.45,124.80,4675,4417
1690,2019-10-05,49.45,124.80,3832,3575
1691,2019-10-06,49.45,124.80,3832,3575
1692,2019-10-07,49.45,124.80,3089,2832
1693,2019-10-08,49.45,124.80,3063,2807
1694,2019-10-09,49.45,124.80,5483,5227
1695,2019-10-10,49.45,124.80,7903,7647
1696,2019-10-11,49.45,124.80,5483,5227
1697,2019-10-12,49.45,124.80,3063,2807
1698,2019-10-13,49.45,124.80,4349,4093
1699,2019-10-14,49.45,124.80,4623,4367
1700,2019-10-15,49.45,124.80,4623,4367
1701,2019-10-16,49.45,124.80,8253,7997
1702,2019-10-17,49.45,124.80,24660,24404
1703,2019-10-18,49.45,124.80,16481,16225
1704,2019-10-19,49.45,124.80,8556,8300
1705,2019-10-20,49.45,124.80,8556,8300
1706,2019-10-21,49.45,124.80,8307,8051
1707,2019-10-22,49.45,124.80,7527,7271
1708,2019-10-23,49.45,124.80,19416,19160
1709,2019-10-24,49.45,124.80,24024,23768
1710,2019-10-25,49.45,124.80,10431,10175
1711,2019-10-26,49.45,124.80,6747,6491
1712,2019-10-27,49.45,124.80,10382,10125
1713,2019-10-28,49.45,124.80,14066,13809
1714,2019-10-29,49.45,124.80,14066,13809
1715,2019-10-30,49.45,124.80,9487,9229
1716,2019-10-31,49.45,124.80,8062,7806
1717,2019-11-01,49.45,124.80,7816,7560
1718,2019-11-02,49.45,124.80,7768,7560
1719,2019-11-03,49.45,124.80,7768,7560
1720,2019-11-04,49.45,124.80,7818,7610
1721,2019-11-05,49.45,124.80,7868,7660
1722,2019-11-06,49.45,124.80,7868,7660
1723,2019-11-07,49.45,124.80,6026,5818
1724,2019-11-08,49.45,124.80,6026,5818
1725,2019-11-09,49.45,124.80,5976,5768
1726,2019-11-10,49.45,124.80,10766,10558
1727,2019-11-11,49.45,124.80,10766,10558
1728,2019-12-11,49.45,124.80,5926,5718
1729,2019-11-13,49.45,124.80,5926,5718
1730,2019-11-14,49.45,124.80,5976,5768
1731,2019-11-15,49.45,124.80,6026,5818
1732,2019-11-16,49.45,124.80,6026,5818
1733,2019-11-17,49.45,124.80,5976,5768
1734,2019-11-18,49.45,124.80,5926,5718
1735,2019-11-19,49.45,124.80,5926,5718
1736,2019-11-20,49.41,124.77,4597,4873
1737,2019-11-21,49.31,124.70,3951,4873
1738,2019-11-22,49.19,124.61,3628,4873
1739,2019-11-23,49.05,124.51,3467,4873
1740,2019-11-24,48.88,124.39,3143,4872
1741,2019-11-25,48.74,124.29,3466,4872
1742,2019-11-26,48.54,124.15,2820,4872
1743,2019-11-27,48.36,124.02,2981,4872
1744,2019-11-28,48.23,123.92,3446,4829
1745,2019-11-29,48.09,123.82,3437,4815
1746,2019-11-30,47.94,123.71,3279,4815
1747,2019-12-01,47.8,123.61,3422,4815
1748,2019-12-02,47.69,123.53,3754,4815
1749,2019-12-03,47.64,123.49,2337,4803
1750,2019-12-04,47.64,123.49,4969,4765
1751,2019-12-05,47.61,123.47,4653,4765
1752,2019-12-06,47.53,123.41,4019,4764
1753,2019-12-07,47.38,123.30,3228,4764
1754,2019-12-08,47.24,123.20,3387,4764
1755,2019-12-09,47.11,123.10,3387,4764
1756,2019-12-10,46.94,122.98,3065,4752
1757,2019-12-11,46.77,122.85,2900,4713
1758,2019-12-12,46.59,122.72,2900,4712
1759,2019-12-13,46.42,122.59,2900,4712
1760,2019-12-14,46.25,122.46,2888,4701
1761,2019-12-15,46.11,122.36,3318,4666
1762,2019-12-16,46.01,122.28,3627,4666
1763,2019-12-17,45.86,122.17,3163,4666
1764,2019-12-18,45.73,122.07,3318,4666
1765,2019-12-19,45.61,121.98,3469,4656
1766,2019-12-20,45.5,121.90,3235,4268
1767,2019-12-21,45.41,121.83,3237,4119
1768,2019-12-22,40.93,121.77,3388,4118
1769,2019-12-23,40.86,121.72,3540,4118
1770,2019-12-24,45.17,121.70,3237,4118
1771,2019-12-25,45.11,121.60,3049,3627
1772,2019-12-26,45.04,121.60,3049,3627
1773,2019-12-27,44.98,121.50,3049,3627
1774,2019-12-28,45.02,121.50,2043,1408
1775,2019-12-29,45.07,121.60,1994,1208
1776,2019-12-30,45.12,121.60,1994,1208
1777,2019-12-31,45.16,121.60,1843,1208
1778,2017-02-05,10.34,78.98,209,248
1779,2017-02-06,10.33,78.96,204,243
1780,2017-02-07,10.33,78.94,204,243
1781,2017-02-08,10.31,78.91,155,243
1782,2017-02-09,10.3,78.88,155,243
1783,2017-02-10,10.29,78.85,155,243
1784,2017-02-11,10.24,78.74,185,662
1785,2017-02-17,10.15,78.53,106,243
1786,2017-02-18,10.14,78.50,155,243
1787,2017-02-12,10.23,78.71,155,243
1788,2017-02-13,10.22,78.68,155,243
1789,2017-02-14,10.2,78.65,155,243
1790,2017-02-15,10.19,78.61,106,243
1791,2017-02-16,10.17,78.57,106,243
1792,2017-02-19,10.12,78.46,105,242
1793,2017-02-20,10.11,78.42,105,242
1794,2017-02-21,10.09,78.38,105,242
1795,2017-02-22,10.07,78.34,105,242
1796,2017-02-23,10.06,78.30,105,242
1797,2017-02-24,10.04,78.26,105,242
1798,2017-02-25,10.03,78.23,154,242
1799,2017-02-26,10.18,78.60,2101,243
1800,2017-02-27,10.92,80.30,8846,262
1801,2017-02-28,11.42,81.40,6100,269
1802,2017-03-01,11.49,81.55,1142,276
1803,2017-03-02,11.56,81.70,1143,277
1804,2017-03-03,11.53,81.65,381,579
1805,2017-03-04,11.46,81.50,347,1080
1806,2017-03-05,11.39,81.35,344,1077
1807,2017-03-06,11.32,81.20,341,1074
1808,2017-03-07,11.32,81.20,341,1074
1809,2017-03-08,11.19,80.90,350,1068
1810,2017-03-09,11.12,80.75,353,1064
1811,2017-03-10,11.08,80.65,323,774
1812,2017-03-11,11.03,80.55,321,772
1813,2017-03-12,10.99,80.45,319,770
1814,2017-03-13,10.94,80.35,317,768
1815,2017-03-14,10.89,80.23,211,766
1816,2017-03-15,10.83,80.11,208,763
1817,2017-03-16,10.78,80,318,821
1818,2017-03-17,10.73,79.87,231,814
1819,2017-03-18,10.67,79.74,226,809
1820,2017-03-19,10.62,79.61,225,808
1821,2017-03-20,10.56,79.48,223,806
1822,2017-03-21,10.49,79.32,216,950
1823,2017-03-22,10.41,79.13,208,1092
1824,2017-03-23,10.33,78.95,257,1084
1825,2017-03-24,10.25,78.76,220,1076
1826,2017-03-25,10.17,78.57,216,1072
1827,2017-03-26,10.09,78.39,261,1069
1828,2017-03-27,10.02,78.21,257,1065
1829,2017-03-28,9.93,78,249,1203
1830,2017-03-29,9.84,77.77,263,1281
1831,2017-03-30,9.74,77.54,258,1276
1832,2017-03-31,9.65,77.31,252,1270
1833,2017-04-01,9.55,77.07,227,1292
1834,2017-04-02,9.45,76.82,250,1313
1835,2017-04-03,9.35,76.56,207,1306
1836,2017-04-04,9.25,76.31,246,1300
1837,2017-04-05,9.15,76.06,239,1290
1838,2017-04-06,9.08,75.88,266,984
1839,2017-04-07,9.02,75.72,258,880
